price,beds,baths,sqft,sqftlot,broker,address
"$245,000",3bed,2.5bath,"1,351sqft",,kwELITE Real Estate,"18157 Polk Ct, Omaha, NE 68135"
"$750,000",3bed,4bath,"3,090sqft",0.73acre lot,NP Dodge - 148Dodge Branch Office,"21925 Mayberry Cir, Omaha, NE 68022"
"$220,000",3bed,1bath,"1,335sqft","5,227sqft lot",NP Dodge - 108Dodge Branch Office,"4536 Pierce St, Omaha, NE 68106"
"$899,000",6bed,5.5bath,"7,014sqft",0.47acre lot,Better Homes and Gardens Real Estate The Good Life Group,"3868 S 175th Ave, Omaha, NE 68130"
"$180,000",3bed,1bath,"1,254sqft","6,970sqft lot",kwELITE Real Estate,"14021 Ohern St, Omaha, NE 68137"
"$640,000",2bed,2bath,"1,781sqft",,BHHS Ambassador Real Estate,"444 Riverfront Plz Apt 804, Omaha, NE 68102"
"$235,000",3bed,2bath,"1,550sqft","5,924sqft lot",kwELITE Real Estate,"7768 N 88th Ave, Omaha, NE 68122"
"$665,000",4bed,4.5bath,"1,986sqft",0.24acre lot,Better Homes and Gardens Real Estate The Good Life Group,"12655 Scott St, Omaha, NE 68142"
"$379,000",3bed,2.5bath,"1,533sqft",0.28acre lot,Strong Pro Realty,"20533 D St, Omaha, NE 68022"
"$500,000",5bed,3bath,"3,452sqft",0.23acre lot,Bhhs Ambassador Real Estate,"4303 S 220th St, Omaha, NE 68022"
"$221,900",3bed,2bath,"1,621sqft",0.25acre lot,CELEBRITY HOMES INC,"8302 King St, Omaha, NE 68122"
"$299,000",3bed,3.5bath,"1,869sqft","6,456sqft lot",Bhhs Ambassador Real Estate,"3603 Davenport St, Omaha, NE 68131"
"$225,000",3bed,3bath,"1,782sqft","3,485sqft lot",BHHS Ambassador Real Estate,"1823 N 93rd Ct, Omaha, NE 68114"
"$299,000",3bed,3.5bath,"1,821sqft","5,705sqft lot",Bhhs Ambassador Real Estate,"3601 Davenport St, Omaha, NE 68131"
"$323,409",4bed,4bath,"2,728sqft","2,614sqft lot",Nebraska Realty,"631 S 19th Ave, Omaha, NE 68102"
"$169,900",2bed,2bath,974sqft,,Better Homes and Gardens Real Estate The Good Life Group,"312 S 16th St Apt 404, Omaha, NE 68102"
"$109,900",3bed,1.5bath,"1,478sqft","3,485sqft lot",Nebraska Realty,"2817 N 24th St, Omaha, NE 68110"
"$365,000",3bed,2.5bath,"2,070sqft","2,043sqft lot",BHHS Ambassador Real Estate,"3324 Davenport St, Omaha, NE 68131"
"$170,000",1bed,1bath,750sqft,,Redfin Corporation,"300 S 16th St Apt 906, Omaha, NE 68102"
"$187,500",3bed,1.5bath,"1,220sqft","6,098sqft lot",RAINBOW REALTY,"3464 Fowler Cir, Omaha, NE 68111"
"$315,000",3bed,2.5+bath,"3,607sqft","8,276sqft lot",Nebraska Realty,"10305 Adams St, Omaha, NE 68127"
"$250,000",2bed,2bath,"1,348sqft","7,405sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"4501 N 176th St, Omaha, NE 68116"
"$182,500",2bed,2bath,"1,056sqft",2.13acre lot,Nebraska Realty Sarpy County,"8045 Tamarisk Ln, Omaha, NE 68122"
"$259,000",4bed,2.5bath,"2,328sqft","5,662sqft lot",Nebraska Realty,"7510 N 89th St, Omaha, NE 68122"
"$756,000",,,,"3,278sqft lot",Nebraska Realty,"649 S 19th Ave, Omaha, NE 68102"
"$220,000",3bed,2bath,"1,642sqft","6,400sqft lot",Redfin Corporation,"815 N 43rd St, Omaha, NE 68131"
"$385,000",4bed,3bath,"3,682sqft","9,060sqft lot",BHHS Ambassador Real Estate,"412 N 163rd St, Omaha, NE 68118"
"$320,000",3bed,2bath,"1,818sqft","6,970sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"2015 N 56th St, Omaha, NE 68104"
"$385,000",4bed,3.5bath,"3,807sqft",0.59acre lot,BHHS Ambassador Real Estate,"14009 Grand Cir, Omaha, NE 68164"
"$254,000",4bed,3bath,"1,930sqft","6,534sqft lot",BHHS Ambassador Real Estate,"15012 Redman Ave, Omaha, NE 68116"
"$120,000",2bed,1bath,912sqft,"5,227sqft lot",PMI Golden Standard,"5718 S 32nd St, Omaha, NE 68107"
"$219,000",4bed,2.5bath,"1,664sqft","5,227sqft lot",Nebraska Realty Sarpy County,"3333 N 47th Ave, Omaha, NE 68104"
"$270,000",4bed,2.5bath,"2,009sqft",0.24acre lot,Exp Realty Llc,"1311 S 133rd St, Omaha, NE 68144"
"$184,000",3bed,2bath,910sqft,0.24acre lot,Nebraska Realty,"7104 S 146th St, Omaha, NE 68138"
"$379,900",4bed,3bath,"3,064sqft",0.32acre lot,BHHS Ambassador Real Estate,"19514 Z St, Omaha, NE 68135"
"$249,950",2bed,2bath,"1,432sqft","6,144sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"4641 Douglas St, Omaha, NE 68132"
"$348,000",4bed,3.5bath,"3,132sqft","9,559sqft lot",BHHS Ambassador Real Estate,"3424 N 124th Ave, Omaha, NE 68164"
"$390,000",4bed,2.5bath,"2,405sqft","8,928sqft lot",BHHS Ambassador Real Estate,"19516 Farnam St, Omaha, NE 68022"
"$410,000",6bed,4bath,"3,956sqft",0.23acre lot,Maxim Realty Group Llc,"17816 Jefferson St, Omaha, NE 68135"
"$329,976",4bed,2.5bath,"2,204sqft","8,712sqft lot",Keller Williams Greater Omaha,"14656 Laurel Ave, Omaha, NE 68116"
"$230,000",3bed,2bath,"1,408sqft","6,011sqft lot",NP Dodge - Sarpy County Branch Office,"7948 S 154th St, Omaha, NE 68138"
"$225,000",3bed,2.5bath,"1,737sqft","5,800sqft lot",BHHS Ambassador Real Estate,"10912 Curtis Ave, Omaha, NE 68164"
"$359,000",4bed,3bath,"2,195sqft","4,800sqft lot",BHHS Ambassador Real Estate,"5540 Hickory St, Omaha, NE 68106"
"$445,000",4bed,2.5bath,"2,755sqft","9,000sqft lot",Bhhs Ambassador Real Estate,"617 S 195th St, Omaha, NE 68022"
"$399,000",5bed,2.5bath,"3,112sqft",0.34acre lot,Bhhs Ambassador Real Estate,"12656 Woodsdale Cir, Omaha, NE 68137"
"$390,000",3bed,3bath,"2,414sqft","5,663sqft lot",Flatwater Realty,"601 S 56th St, Omaha, NE 68106"
"$1,225,000",5bed,4bath,"5,428sqft",0.74acre lot,Better Homes and Gardens Real Estate The Good Life Group,"8418 Loveland Dr, Omaha, NE 68124"
"$200,000",3bed,2bath,"1,807sqft","6,350sqft lot",NP Dodge - 148Dodge Branch Office,"3542 S 48th Ave, Omaha, NE 68106"
"$625,000",3bed,2.5bath,"3,530sqft",0.25acre lot,Better Homes and Gardens Real Estate The Good Life Group,"17640 Douglas Cir, Omaha, NE 68118"
"$174,345",2bed,1.5bath,"1,696sqft","6,534sqft lot",Nebraska Realty,"6046 Binney St, Omaha, NE 68104"
"$172,894",2bed,2bath,979sqft,"6,534sqft lot",Nebraska Realty,"6314 Pinkney St, Omaha, NE 68104"
"$190,000",3bed,1.5bath,"1,312sqft","7,956sqft lot",Nebraska Realty,"13025 Meredith Ave, Omaha, NE 68164"
"$193,912",3bed,1bath,"1,375sqft","7,405sqft lot",Nebraska Realty,"6322 Manderson St, Omaha, NE 68104"
"$165,000",2bed,1.5bath,"1,264sqft","3,920sqft lot",BHHS Ambassador Real Estate,"10417 Sprague St, Omaha, NE 68134"
"$295,000",2bed,2.5bath,"2,180sqft","4,356sqft lot",NP Dodge - 204Dodge Branch Office,"818 N 131st Ct, Omaha, NE 68154"
"$229,500",2bed,2.5bath,"1,840sqft","1,450sqft lot",Bhhs Ambassador Real Estate,"508 S 36th Ct, Omaha, NE 68105"
"$165,000",2bed,1bath,917sqft,,BHHS Ambassador Real Estate,"3828 Cass St Apt 3, Omaha, NE 68131"
"$139,900",2bed,1.5bath,"1,035sqft",,BHHS Ambassador Real Estate,"12727 W Dodge Rd Apt 239A, Omaha, NE 68154"
"$115,000",3bed,1.5bath,"1,452sqft",0.24acre lot,BHHS Ambassador Real Estate,"4554 N 16th St, Omaha, NE 68110"
"$115,000",5bed,2bath,"1,699sqft","5,880sqft lot",RE/MAX Results,"3407 N 45th St, Omaha, NE 68104"
"$265,000",4bed,3.5bath,"2,052sqft","6,120sqft lot",NP Dodge - 148Dodge Branch Office,"7907 Nina St, Omaha, NE 68124"
"$80,000",3bed,1.5bath,"1,072sqft","9,372sqft lot",Bhhs Ambassador Real Estate,"7709 N 29th St, Omaha, NE 68112"
"$285,000",4bed,2bath,"2,220sqft",2.49acre lot,CENTURY 21 Century Real Estate,"3804 and 3716 N Post Rd, Omaha, NE 68112"
"$195,000",2bed,2bath,"1,342sqft",,Better Homes and Gardens Real Estate The Good Life Group,"312 S 16th St Apt 606, Omaha, NE 68102"
"$210,000",4bed,1.5bath,"1,610sqft","6,800sqft lot",NP Dodge - 108Dodge Branch Office,"130 N 35th St, Omaha, NE 68131"
"$187,000",3bed,1.5bath,"1,528sqft","5,246sqft lot",BHHS Ambassador Real Estate,"125 N 36th St, Omaha, NE 68131"
"$209,500",3bed,2bath,"1,360sqft","7,405sqft lot",Bhhs Ambassador Real Estate,"1722 N 110th St, Omaha, NE 68154"
"$200,000",5bed,2bath,"2,002sqft","8,712sqft lot",BHHS Ambassador Real Estate,"9021 Berry St, Omaha, NE 68127"
"$275,000",3bed,2.5bath,"1,887sqft","6,213sqft lot",BHHS Ambassador Real Estate,"14658 Fowler Ave, Omaha, NE 68116"
"$299,900",3bed,3bath,"2,599sqft","8,890sqft lot",BHHS Ambassador Real Estate,"17043 Walnut Cir, Omaha, NE 68130"
"$230,000",3bed,2bath,"1,353sqft","5,720sqft lot",BHHS Ambassador Real Estate,"5426 S 191st Ave, Omaha, NE 68135"
"$199,900",3bed,1.5bath,"1,284sqft","4,356sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"327 N 41st St, Omaha, NE 68131"
"$63,000",3bed,1bath,"1,365sqft","5,227sqft lot",Nebraska Realty,"2818 Ruggles St, Omaha, NE 68111"
"$155,000",3bed,1.5bath,"1,712sqft",0.24acre lot,NP Dodge - 204Dodge Branch Office,"6404 N 49th Ave, Omaha, NE 68104"
"$375,000",4bed,2bath,"1,862sqft","6,534sqft lot",Sandi Downing Real Estate Llc,"4913 California St, Omaha, NE 68132"
"$290,000",4bed,3.5bath,"2,843sqft","7,920acre lot",BHHS Ambassador Real Estate,"9279 Adams St, Omaha, NE 68127"
"$269,999",3bed,2bath,"1,472sqft","6,534sqft lot",Modern Real Estate,"8013 S 190th Ave, Omaha, NE 68136"
"$305,000",1bed,1bath,"1,020sqft",,BHHS Ambassador Real Estate,"200 S 31st Ave Apt 4507, Omaha, NE 68131"
"$299,900",4bed,2.5bath,"2,300sqft",0.62acre lot,Better Homes And Gardens R.E.,"8112 N 37th St, Omaha, NE 68112"
"$463,000",5bed,3.5bath,"3,729sqft",0.39acre lot,Redfin Corporation,"12959 Eagle Run Dr, Omaha, NE 68164"
"$199,000",5bed,2bath,"1,950sqft","7,375sqft lot",Bhhs Ambassador Real Estate,"5205 Magnolia St, Omaha, NE 68137"
"$245,000",2bed,2bath,"2,310sqft","6,098sqft lot",NP Dodge - 108Dodge Branch Office,"6120 Poppleton Ave, Omaha, NE 68106"
"$282,000",5bed,4bath,"2,636sqft",0.28acre lot,Bhhs Ambassador Real Estate,"3410 N 101st St, Omaha, NE 68134"
"$199,900",2bed,1bath,"1,216sqft","7,405sqft lot",Nebraska Realty Sarpy County,"11062 Oakbrook Dr, Omaha, NE 68154"
"$215,000",3bed,2bath,"1,550sqft","7,492sqft lot",Bhhs Ambassador Real Estate,"4630 N 126th St, Omaha, NE 68164"
"$175,000",4bed,1.5bath,"1,258sqft","5,663sqft lot",Milford Real Estate,"5320 N 28th Ave, Omaha, NE 68111"
"$240,000",3bed,2.5bath,"1,750sqft","7,841sqft lot",Keller Williams Greater Omaha,"1862 S 135th Ave, Omaha, NE 68144"
"$187,000",4bed,2bath,"1,958sqft","6,098sqft lot",Better Homes And Gardens R.E.,"2320 E St, Omaha, NE 68107"
"$255,000",3bed,2.5bath,"1,728sqft",0.33acre lot,WC Real Estate,"5417 S 107th Ave, Omaha, NE 68127"
"$200,000",3bed,2bath,"1,221sqft","7,020sqft lot",NP Dodge - 148Dodge Branch Office,"13441 Josephine St, Omaha, NE 68138"
"$315,000",3bed,2.5bath,"2,435sqft","7,231sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"9814 S 175th Cir, Omaha, NE 68136"
"$325,000",3bed,3bath,"2,714sqft","8,520sqft lot",BHHS Ambassador Real Estate,"5806 N 151st St, Omaha, NE 68116"
"$415,000",4bed,3.5bath,"3,310sqft","9,583sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"19721 K St, Omaha, NE 68135"
"$349,900",3bed,2.5bath,"2,945sqft","8,276sqft lot",BHHS Ambassador Real Estate,"4201 N 164th St, Omaha, NE 68116"
"$324,900",4bed,2.5bath,"2,656sqft","8,712sqft lot",Nebraska Realty,"13582 Montclair Dr, Omaha, NE 68144"
"$270,900",3bed,2bath,"1,700sqft","1,045sqft lot",Mike Egan Real Estate,"8576 N 160th Pa, Omaha, NE 68007"
"$59,950",1bed,1bath,,"2,178sqft lot",Multi-Vest Realty Co,"1122 N 46th St, Omaha, NE 68132"
"$715,000",,,,"7,000sqft lot",Multi-Vest Realty Co,"4907 Ames Ave, Omaha, NE 68104"
"$205,000",3bed,2bath,"2,105sqft","7,667sqft lot",Nebraska Realty,"10530 Cuming St, Omaha, NE 68114"
"$259,000",1bed,3bath,"2,690sqft","9,583sqft lot",BHHS Ambassador Real Estate,"1530 S 139th St, Omaha, NE 68144"
"$215,000",3bed,2bath,"1,716sqft",0.24acre lot,Nebraska Realty,"2123 N 189th St, Elkhorn, NE 68022"
"$120,000",3bed,2bath,903sqft,"6,000sqft lot",BHHS Ambassador Real Estate,"6102 Fontenelle Blvd, Omaha, NE 68111"
"$170,000",3bed,2bath,"1,244sqft","6,063sqft lot",Nexthome Signature Real Estate,"6547 N 32nd St, Omaha, NE 68112"
"$205,000",4bed,3bath,"1,639sqft","6,534sqft lot",Keller Williams Greater Omaha,"4211 Cuming St, Omaha, NE 68131"
"$275,000",3bed,2.5bath,"1,824sqft","6,534sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"19456 Gail Ave, Omaha, NE 68135"
"$60,000",2bed,1bath,740sqft,"7,980sqft lot",Keller Williams Greater Omaha,"4412 N 61st St, Omaha, NE 68104"
"$184,900",4bed,2bath,"1,926sqft",0.24acre lot,BHHS Ambassador Real Estate,"13924 P St, Omaha, NE 68137"
"$139,500",3bed,1bath,972sqft,"7,405sqft lot",Milford Real Estate,"6220 N 42nd St, Omaha, NE 68111"
"$419,000",4bed,3.5bath,"4,382sqft","7,917sqft lot",BHHS Ambassador Real Estate,"923 S 117th Ct, Omaha, NE 68154"
"$260,000",3bed,1.5bath,"1,850sqft","9,840sqft lot",Nebraska Realty,"5905 Blondo St, Omaha, NE 68104"
"$152,500",3bed,2bath,"1,368sqft","6,500sqft lot",Keller Williams Greater Omaha,"5107 S 21st St, Omaha, NE 68107"
"$225,000",3bed,2.5bath,"1,670sqft",0.23acre lot,Bhhs Ambassador Real Estate,"11368 Gold St, Omaha, NE 68144"
"$310,000",3bed,2bath,"1,613sqft","6,572sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"1620 S 35th St, Omaha, NE 68105"
"$299,500",4bed,2.5bath,"2,649sqft","9,583sqft lot",NP Dodge - 108Dodge Branch Office,"640 S 124th St, Omaha, NE 68154"
"$79,900",3bed,1bath,810sqft,"2,730sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"2230 Pierce St, Omaha, NE 68108"
"$275,000",4bed,3bath,"3,418sqft",0.27acre lot,BHHS Ambassador Real Estate,"10267 Fowler Ave, Omaha, NE 68134"
"$309,000",5bed,3.5bath,"3,523sqft","8,276sqft lot",Nebraska Realty,"4275 S 150th Ave, Omaha, NE 68137"
"$150,000",2bed,1bath,816sqft,"6,970sqft lot",Nebraska Realty,"5009 Pacific St, Omaha, NE 68106"
"$80,000",4bed,1bath,"1,431sqft","5,663sqft lot",Nebraska Realty,"2907 Bristol St, Omaha, NE 68111"
"$70,000",3bed,1bath,"1,028sqft","4,792sqft lot",Nebraska Realty,"5821 N 28th Ave, Omaha, NE 68111"
"$140,000",2bed,1bath,800sqft,"6,098sqft lot",kwELITE Real Estate,"6566 Lake St, Omaha, NE 68104"
"$243,000",3bed,2.5bath,"1,520sqft","9,148sqft lot",BHHS Ambassador Real Estate,"15066 Dayton St, Omaha, NE 68137"
"$235,000",5bed,2.5bath,"1,824sqft","4,550sqft lot",Nebraska Realty,"3302 N 55th St, Omaha, NE 68104"
"$472,500",6bed,3.5bath,"5,302sqft",0.34acre lot,NP Dodge - 148Dodge Branch Office,"6032 S 166th Cir, Omaha, NE 68135"
"$299,000",3bed,2.5bath,"2,031sqft",0.3acre lot,BHHS Ambassador Real Estate,"21265 Edgevale Cir, Elkhorn, NE 68022"
"$289,000",3bed,2bath,"1,468sqft","5,663sqft lot",Maxim Realty Group Llc,"1434 S 11th St, Omaha, NE 68108"
"$280,000",4bed,2.5bath,"2,338sqft",0.25acre lot,Nebraska Realty,"14707 Berry Cir, Omaha, NE 68137"
"$235,000",3bed,1.5bath,"1,756sqft","5,663sqft lot",NP Dodge - 148Dodge Branch Office,"6462 Pierce St, Omaha, NE 68106"
"$218,000",3bed,2bath,"1,558sqft","6,882sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"13505 Emiline St, Omaha, NE 68138"
"$335,000",3bed,3.5bath,"2,934sqft","9,627sqft lot",CENTURY 21 Century Real Estate,"15822 Emiline St, Omaha, NE 68136"
"$339,000",5bed,2.5bath,"2,081sqft",0.27acre lot,BHHS Ambassador Real Estate,"3302 S 106th St, Omaha, NE 68124"
"$215,000",3bed,2bath,"1,357sqft","6,970sqft lot",BHHS Ambassador Real Estate,"11707 Mary St, Omaha, NE 68164"
"$245,000",3bed,2bath,"2,053sqft","5,200sqft lot",BHHS Ambassador Real Estate,"11511 Rambleridge Rd, Omaha, NE 68164"
"$269,000",3bed,2bath,"1,602sqft","6,970sqft lot",NP Dodge - 204Dodge Branch Office,"5107 S 164th St, Omaha, NE 68135"
"$350,000",4bed,2.5bath,"2,649sqft","9,583sqft lot",BHHS Ambassador Real Estate,"16335 Chicago Cir, Omaha, NE 68118"
"$235,000",4bed,2bath,"1,915sqft","7,405sqft lot",P J MORGAN REAL ESTATE,"12436 B St, Omaha, NE 68144"
"$302,800",4bed,3bath,"2,293sqft",0.25acre lot,CELEBRITY HOMES INC,"8358 Young St, Omaha, NE 68122"
"$240,000",2bed,3bath,"2,142sqft","5,800sqft lot",Bhhs Ambassador Real Estate,"3615 Clifton Ct, Omaha, NE 68134"
"$230,000",3bed,2.5bath,"1,790sqft","4,356sqft lot",NP Dodge - 204Dodge Branch Office,"15373 Orchard Ave, Omaha, NE 68137"
"$311,075",2bed,2bath,"1,241sqft","4,356sqft lot",Bhhs Ambassador Real Estate,"17077 Hawthorne Ave, Omaha, NE 68118"
"$210,000",3bed,2bath,"1,340sqft","5,706sqft lot",Nebraska Realty,"17713 Chandler St, Omaha, NE 68136"
"$119,000",1bed,1bath,630sqft,"8,910sqft lot",Nebraska Realty,"4712 O St, Omaha, NE 68117"
"$125,000",2bed,1bath,900sqft,,BHHS Ambassador Real Estate,"120 S 38th Ave Apt 31, Omaha, NE 68131"
"$147,500",3bed,2bath,"1,782sqft","6,930sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"4471 Ellison Ave, Omaha, NE 68111"
"$449,950",4bed,3bath,"5,480sqft",0.3acre lot,NP Dodge - 204Dodge Branch Office,"1405 Skyline Dr, Elkhorn, NE 68022"
"$234,000",3bed,2bath,"1,390sqft","7,150sqft lot",Nebraska Realty,"809 N 48th St, Omaha, NE 68132"
"$134,000",3bed,1bath,"1,581sqft","6,098sqft lot",Robert Q Kelly Jr Broker,"3331 Ames Ave, Omaha, NE 68111"
"$160,000",4bed,2bath,"1,278sqft","3,300sqft lot",Better Homes And Gardens R.E.,"1702 B St, Omaha, NE 68108"
"$142,500",2bed,2bath,"1,012sqft",,Keller Williams Greater Omaha,"12741 Woodcrest Plz Unit 3-116, Omaha, NE 68137"
"$143,000",1bed,1bath,775sqft,"4,356sqft lot",BHHS Ambassador Real Estate,"3000 Farnam St Apt 7A, Omaha, NE 68131"
"$339,900",4bed,2.5bath,"2,101sqft",0.24acre lot,Nebraska Realty,"17239 K St, Omaha, NE 68135"
"$500,000",5bed,5bath,"4,460sqft",0.37acre lot,Bhhs Ambassador Real Estate,"15931 Yates St, Omaha, NE 68116"
"$100,000",1bed,2bath,625sqft,"6,098sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"5628 Erskine St, Omaha, NE 68104"
"$250,000",3bed,1.5+bath,"2,389sqft","8,276sqft lot",BHHS Ambassador Real Estate,"1702 N 59th St, Omaha, NE 68104"
"$265,000",4bed,2bath,"2,027sqft",1acre lot,Keller Williams Greater Omaha,"7906 N 96th St, Omaha, NE 68122"
"$555,000",3bed,2bath,"1,674sqft",,Better Homes and Gardens Real Estate The Good Life Group,"120 S 31st Ave Apt 5305, Omaha, NE 68131"
"$245,000",2bed,2bath,"1,162sqft",1acre lot,Bhhs Ambassador Real Estate,"5948 N 158th Plz Unit 102, Omaha, NE 68116"
"$235,000",3bed,3bath,"2,744sqft","8,712sqft lot",Bhhs Ambassador Real Estate,"10322 P St, Omaha, NE 68127"
"$169,000",2bed,1.5bath,"1,104sqft","8,400sqft lot",The Hammon Company Inc,"4959 Virginia St, Omaha, NE 68157"
"$217,000",3bed,2bath,"1,460sqft","5,549sqft lot",Bhhs Ambassador Real Estate,"9138 Black St, Omaha, NE 68122"
"$279,900",3bed,2bath,"1,898sqft",0.25acre lot,Tnt Realty Inc,"10421 Valley St, Omaha, NE 68124"
"$1,499,000",4bed,4.5bath,"5,820sqft",,BHHS Ambassador Real Estate,"1636 S 186th Cir, Omaha, NE 68130"
"$215,000",3bed,2bath,"1,301sqft",0.25acre lot,Nebraska Realty Sarpy County,"13042 Nebraska Ave, Omaha, NE 68164"
"$159,999",2bed,1bath,"1,221sqft","6,750sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"3925 N 67th St, Omaha, NE 68104"
"$200,000",3bed,2.5bath,"1,459sqft","8,059sqft lot",kwELITE Real Estate,"12913 Edna St, Omaha, NE 68138"
"$425,000",4bed,3.5bath,"3,084sqft","8,276sqft lot",BHHS Ambassador Real Estate,"7203 S 161st St, Omaha, NE 68136"
"$225,000",3bed,2.5bath,"1,498sqft","8,712sqft lot",RE/MAX Results,"13035 Crown Point Ave, Omaha, NE 68164"
"$105,000",2bed,1bath,880sqft,"5,280sqft lot",NP Dodge - 204Dodge Branch Office,"3710 N 53rd St, Omaha, NE 68104"
"$224,950",4bed,2bath,"1,686sqft","7,405sqft lot",Wistar Real Estate LLC,"2145 S 40th St, Omaha, NE 68105"
"$165,000",3bed,1.5bath,"1,008sqft","5,663sqft lot",Nebraska Realty,"4737 S 78th Ave, Omaha, NE 68127"
"$210,000",4bed,2.5bath,"1,736sqft","7,841sqft lot",Listwithfreedom.com,"8835 Sprague Cir, Omaha, NE 68134"
"$210,000",3bed,2bath,"1,700sqft","7,841sqft lot",NP Dodge - 108Dodge Branch Office,"13924 Walnut Cir, Omaha, NE 68144"
"$199,900",3bed,2bath,"1,344sqft","5,600sqft lot",Nebraska Realty,"13122 Grand Ave, Omaha, NE 68164"
"$441,511",4bed,3.5bath,"4,224sqft",871sqft lot,LH Real Estate LLC,"18422 Margo St, Omaha, NE 68136"
"$693,000",5bed,4.5bath,"4,575sqft",0.45acre lot,Coldwell Banker NHS RE,"4002 S 176th Cir, Omaha, NE 68130"
"$475,000",3bed,3bath,"2,862sqft",1.55acre lot,Bhhs Ambassador Real Estate,"10035 N 29th Ave, Omaha, NE 68112"
"$570,000",5bed,3bath,"3,568sqft",0.25acre lot,BHHS Ambassador Real Estate,"4820 N 187th Ave, Omaha, NE 68022"
"$609,900",6bed,3bath,"3,854sqft",0.28acre lot,Better Homes and Gardens Real Estate The Good Life Group,"10810 S 175th Ave, Omaha, NE 68136"
"$1,150,000",3bed,4.5bath,"4,731sqft",0.9acre lot,NP Dodge - 108Dodge Branch Office,"1510 S 80th St, Omaha, NE 68124"
"$155,000",2bed,1.5bath,"1,278sqft","3,960sqft lot",NP Dodge - 108Dodge Branch Office,"1825 N 81st St, Omaha, NE 68114"
"$249,000",2bed,2.5bath,"1,212sqft",871sqft lot,NP Dodge - 108Dodge Branch Office,"823 S 30th Ct, Omaha, NE 68105"
"$179,000",5bed,2.5bath,"2,158sqft","4,792sqft lot",Better Homes and Gardens Real Estate The Good Life Group,"4747 Capitol Ave, Omaha, NE 68132"
"$278,000",3bed,2.5bath,"2,146sqft",0.23acre lot,Burrows Tracts Real Estate,"1417 S 163rd St, Omaha, NE 68130"
"$114,900",3bed,1.5bath,"1,067sqft",,Better Homes and Gardens Real Estate The Good Life Group,"3415 Martha St Apt 12W, Omaha, NE 68105"
"$249,000",3bed,4bath,"3,240sqft","6,534sqft lot",Better Homes And Gardens R.E.,"1302 N 32nd St, Omaha, NE 68131"
"$115,000",2bed,1bath,"1,642sqft","4,792sqft lot",Exp Realty Llc,"3175 Curtis Ave, Omaha, NE 68111"
"$219,000",3bed,2.5bath,"1,670sqft","5,227sqft lot",BHHS Ambassador Real Estate,"11107 Black St, Omaha, NE 68142"
"$214,700",3bed,2bath,"1,508sqft","5,227sqft lot",BHHS Ambassador Real Estate,"3056 S 33rd St, Omaha, NE 68105"
"$155,000",2bed,1bath,"1,354sqft","5,125sqft lot",Bhhs Ambassador Real Estate,"5314 S 32nd St, Omaha, NE 68107"
"$120,000",2bed,1bath,948sqft,"3,920sqft lot",RE/MAX Results,"4528 S 32nd St, Omaha, NE 68107"
"$409,000",4bed,3bath,"2,760sqft","9,180sqft lot",BHHS Ambassador Real Estate,"16354 R St, Omaha, NE 68135"
"$84,000",2bed,2bath,750sqft,"4,356sqft lot",Coldwell Banker NHS RE,"401 Valley St, Omaha, NE 68108"
"$675,000",1bed,2bath,"2,648sqft",,Sandi Downing Real Estate Llc,"420 S 11th St Apt 408, Omaha, NE 68102"
